ID	seqnames	type	start	end	strand	likelyStrand	Parent	length	ORFnumber	nearest_ref_gene	nearest_ref_ensembl_transcriptID	exonNumber	exonHits	exactAnnotated	partialAnnotated	geneID	gene_type	genelevel	gene_name	ensembl_transcriptID	transcript_type	transcript_support_level	LTR/repClass	LTR/repName	LTR/repeatIDs	repClass	repeatIDs	LTRderived	spansRTErepeat	summaryAnnotation
transda0816d522c475a0	chr16	transcript	47055737	47109919	*	NA	NA	275	NA	NETO2	ENST00000562435.5	2	2974079;2974156	0	0	NA	NA	NA	 NETO2	NA	NA	NA	ERV1	MER52C	LTR/ERV1|MER52C|16|47054693|47055871	LTR	LTR/ERV1|MER52C|16|47054693|47055871	TRUE	TRUE	unannotated
transdabb456e5e01331a	chr9	transcript	87773216	87787536	*	NA	NA	3850	NA	CTSL3P	ENST00000412179.5	5	1845179;1845183;1845186;1845201;1845213	0	5	ENSG00000188029.8	transcribed_unprocessed_pseudogene	level 2	 CTSL3P	ENST00000354530.2;ENST00000412179.5	processed_transcript;transcribed_unprocessed_pseudogene	1;NA	ERVL-MaLR	MSTC	LTR/ERVL-MaLR|MSTC|9|87781053|87781471	LTR;LINE	LTR/ERVL-MaLR|MSTC|9|87781053|87781471;LINE/L1|L1MB7|9|87781472|87781871	TRUE	TRUE	partial
transdb9f570b02ae5a60	chr8	transcript	32927894	32996442	*	NA	NA	442	NA	RP11-11N9.4	ENST00000500843.2	2	1654149;1654157	0	1	ENSG00000247134.6	lincRNA	level 2	 RP11-11N9.4	ENST00000500843.2	lincRNA	5	ERVL	LTR33	LTR/ERVL|LTR33|8|32927782|32928214	LTR;LINE	LTR/ERVL|LTR33|8|32927782|32928214;LINE/L1|L1MA2|8|32991576|32996448	TRUE	TRUE	partial
transdbc7e2d7e5cebd19	chr17	transcript	78345262	78347262	*	NA	NA	2001	1	AC061992.2	ENST00000586321.1	1	3263838	0	0	NA	NA	NA	 AC061992.2	NA	NA	NA	ERVL-MaLR	MLT1C2	LTR/ERVL-MaLR|MLT1C2|17|78345106|78345577	LTR;SINE	LTR/ERVL-MaLR|MLT1C2|17|78345106|78345577;SINE/MIR|MIRb|17|78345843|78346033;SINE/MIR|MIR|17|78346115|78346342;SINE/Alu|AluSx|17|78347167|78347428	TRUE	TRUE	unannotated
transdbe80eecec8662fc	chr3	transcript	165460292	165498096	*	NA	NA	611	NA	LINC01322	ENST00000494915.1	4	873859;873899;873917;873923	0	1	ENSG00000244128.5	lincRNA	level 2	 LINC01322	ENST00000494915.1	lincRNA	4	ERVL	MLT2B4	LTR/ERVL|MLT2B4|3|165460160|165460710	LTR;LINE;SINE	LTR/ERVL|MLT2B4|3|165460160|165460710;LINE/L2|L2a|3|165490775|165491204;SINE/MIR|MIR|3|165497818|165497964	TRUE	TRUE	partial
transdc5fcd55000fb96c	chr1	transcript	59888548	59891767	*	NA	NA	3220	2	NA	NA	1	155147	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	THE1B~THE1B-int	LTR/ERVL-MaLR|THE1B~THE1B-int|1|59888378|59890653	LTR;SINE	LTR/ERVL-MaLR|THE1B~THE1B-int|1|59888378|59890653;SINE/MIR|MIR3|1|59891301|59891415	TRUE	TRUE	unannotated
transdc79f8deb8509005	chr22	transcript	36266260	36267276	*	NA	NA	706	NA	APOL1	ENST00000319136.8	2	3774192;3774199	0	2	ENSG00000100342.20	protein_coding	level 2	 APOL1	ENST00000397278.7	protein_coding	1	ERVL	LTR57	LTR/ERVL|LTR57|22|36267213|36267606	SINE;LTR	SINE/Alu|AluSc|22|36266097|36266379;LTR/ERVL|LTR57|22|36267213|36267606	TRUE	TRUE	partial
transdd260d320f4ad663	chr4	transcript	3380603	3380948	*	NA	NA	346	NA	RGS12	ENST00000344733.9	1	931064	0	0	NA	NA	NA	 RGS12	NA	NA	NA	ERVL-MaLR	THE1C~THE1C-int	LTR/ERVL-MaLR|THE1C~THE1C-int|4|3379517|3381771	LTR	LTR/ERVL-MaLR|THE1C~THE1C-int|4|3379517|3381771	TRUE	TRUE	unannotated
transdd3da691b6471dff	chr7	transcript	135168285	135172108	*	NA	NA	2233	1	RP11-134L10.1	ENST00000608819.1	2	1583388;1583421	0	2	ENSG00000122783.16	protein_coding	level 2	 RP11-134L10.1	ENST00000393114.7	protein_coding	1	ERV1	HERV1_LTRd;Harlequin-int~LTR2B;Harlequin-int	LTR/ERV1|HERV1_LTRd|7|135171123|135171263;LTR/ERV1|Harlequin-int~LTR2B|7|135171264|135172078;LTR/ERV1|Harlequin-int|7|135172079|135172191	LTR	LTR/ERV1|HERV1_LTRd|7|135171123|135171263;LTR/ERV1|Harlequin-int~LTR2B|7|135171264|135172078;LTR/ERV1|Harlequin-int|7|135172079|135172191	TRUE	TRUE	partial
transdd91f2f8c3e8470d	chr1	transcript	32621835	32639151	-	-	NA	610	1	ZBTB8OS	ENST00000468695.5	8	96622;96660;96697;96738;96743;96786;96801;96816	5	6	ENSG00000176261.15	protein_coding	level 2	 ZBTB8OS	ENST00000468695.5	protein_coding	1	ERV1	MER67B	LTR/ERV1|MER67B|1|32636720|32637249	LTR;LINE;SINE	LTR/ERV1|MER67B|1|32636720|32637249;LINE/L1|L1ME2|1|32637253|32637281;SINE/Alu|AluSx3|1|32637282|32637581;SINE/Alu|AluSx|1|32639016|32639319	TRUE	TRUE	partial
transde8eb4e6b7337024	chr3	transcript	187466340	187470169	*	NA	NA	1017	NA	NA	NA	2	899056;899061	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	HERVH-int~LTR7	LTR/ERV1|HERVH-int~LTR7|3|187466298|187472000	LTR	LTR/ERV1|HERVH-int~LTR7|3|187466298|187472000	TRUE	TRUE	unannotated
transdea4b9ea82e8fa98	chr5	transcript	69159407	69177689	+	+	NA	2152	1	CCNB1	ENST00000256442.9	11	1111527;1111540;1111545;1111559;1111570;1111587;1111610;1111619;1111628;1111648;1111652	2	9	ENSG00000134057.14	protein_coding	level 2	 CCNB1	ENST00000256442.9	protein_coding	1	ERV1	LTR37-int	LTR/ERV1|LTR37-int|5|69159151|69159628	LTR;LINE	LTR/ERV1|LTR37-int|5|69159151|69159628;LINE/L1|L1MC4|5|69166258|69166444	TRUE	TRUE	partial
transdf038fea65124957	chr5	transcript	31190931	31303240	*	NA	NA	2858	1	CDH6	ENST00000265071.2	2	1080001;1080076	0	0	NA	NA	NA	 CDH6	NA	NA	NA	ERVL-MaLR	MLT1O	LTR/ERVL-MaLR|MLT1O|5|31191049|31191384	SINE;LTR;LINE	SINE/Alu|AluSz|5|31190740|31191048;LTR/ERVL-MaLR|MLT1O|5|31191049|31191384;SINE/MIR|MIRc|5|31192032|31192195;LINE/L2|L2a|5|31303174|31303347	TRUE	TRUE	unannotated
transdf15186214903009	chr6	transcript	26390809	26394870	*	NA	NA	594	NA	BTN2A2	ENST00000469230.5	2	1248504;1248525	0	2	ENSG00000124508.16	protein_coding	level 2	 BTN2A2	ENST00000356709.8;ENST00000469230.5	protein_coding	1	ERVL	MLT2B3	LTR/ERVL|MLT2B3|6|26394280|26394857	LTR	LTR/ERVL|MLT2B3|6|26394280|26394857	TRUE	TRUE	partial
transdf5b1e91c5f5cd60	chr19	transcript	52734895	52735423	*	NA	NA	217	NA	ZNF611	ENST00000543227.5	2	3540087;3540104	0	0	NA	NA	NA	 ZNF611	NA	NA	NA	ERV1	LTR2B	LTR/ERV1|LTR2B|19|52735281|52735746	LTR	LTR/ERV1|LTR2B|19|52735281|52735746	TRUE	TRUE	unannotated
transe06fff4e243ef33a	chr7	transcript	102663139	102665100	*	NA	NA	683	NA	RP11-577H5.5	ENST00000476151.5	2	1552200;1552231	0	0	NA	NA	NA	 RP11-577H5.5	NA	NA	NA	ERV1	PABL_B-int	LTR/ERV1|PABL_B-int|7|102664558|102665050	SINE;LTR	SINE/Alu|AluSx1|7|102662932|102663228;SINE/Alu|AluSx1|7|102664366|102664512;LTR/ERV1|PABL_B-int|7|102664558|102665050;SINE/Alu|AluSg|7|102665056|102665349	TRUE	TRUE	unannotated
transe1c61f10eaf7e375	chr4	transcript	69062186	69069523	*	NA	NA	718	NA	RP13-644M16.5	ENST00000507775.2	2	980246;980276	0	0	NA	NA	NA	 RP13-644M16.5	NA	NA	NA	ERV1	HERV3-int	LTR/ERV1|HERV3-int|4|69058437|69063049	LTR	LTR/ERV1|HERV3-int|4|69058437|69063049	TRUE	TRUE	unannotated
transe20c3a39b5294877	chr15	transcript	101302604	101432102	-	-	NA	5164	1	PCSK6-AS1	ENST00000558696.1	20	2857462;2857487;2857536;2857555;2857578;2857597;2857607;2857629;2857637;2857684;2857692;2857721;2857734;2857756;2857772;2857793;2857822;2857825;2857844;2857872	18	20	ENSG00000140479.16	protein_coding	level 2	 PCSK6-AS1	ENST00000611716.4	protein_coding	1	ERVL-MaLR	MLT1O	LTR/ERVL-MaLR|MLT1O|15|101302965|101303481	SINE;LTR	SINE/Alu|AluSq|15|101302427|101302728;LTR/ERVL-MaLR|MLT1O|15|101302965|101303481	TRUE	TRUE	partial
transe27321530c986e87	chr15	transcript	101606645	101608721	*	NA	NA	2077	1	NA	NA	1	2857969	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR;ERVL	MLT1D;LTR41B	LTR/ERVL-MaLR|MLT1D|15|101607558|101608061;LTR/ERVL|LTR41B|15|101608063|101608659	LTR;SINE	LTR/ERVL-MaLR|MLT1D|15|101607558|101608061;LTR/ERVL|LTR41B|15|101608063|101608659;SINE/Alu|AluSg|15|101608662|101608962	TRUE	TRUE	unannotated
transe2c81959d1826b3a	chr10	transcript	84167303	84172395	*	NA	NA	292	NA	NA	NA	2	2035761;2035790	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	LTR2B	LTR/ERV1|LTR2B|10|84167188|84167669;LTR/ERV1|LTR2B|10|84171987|84172465	LTR	LTR/ERV1|LTR2B|10|84167188|84167669;LTR/ERV1|LTR2B|10|84171987|84172465	TRUE	TRUE	unannotated
transe2fdbb5d535a0b39	chr1	transcript	144736646	145077815	*	NA	NA	5123	2	RP11-289H16.1	ENST00000441760.2	5	226641;226690;226693;227632;227636	0	0	NA	NA	NA	 RP11-289H16.1	NA	NA	NA	ERVL-MaLR	MLT1I;MLT1J2;MLT1L	LTR/ERVL-MaLR|MLT1I|1|144737764|144738074;LTR/ERVL-MaLR|MLT1J2|1|144738984|144739315;LTR/ERVL-MaLR|MLT1L|1|144740607|144741189	SINE;LTR;LINE	SINE/MIR|MIRb|1|144737548|144737745;LTR/ERVL-MaLR|MLT1I|1|144737764|144738074;LINE/L2|L2c|1|144738190|144738935;LTR/ERVL-MaLR|MLT1J2|1|144738984|144739315;LINE/L1|L1MC4|1|144739375|144740602;LTR/ERVL-MaLR|MLT1L|1|144740607|144741189;SINE/Alu|AluJb|1|144741589|144741892;SINE/Alu|AluSp|1|144759756|144760047;SINE/Alu|AluSq2|1|144762137|144762427;SINE/Alu|AluSz6|1|145075806|145075986;SINE/Alu|AluSg|1|145077639|145077936	TRUE	TRUE	unannotated
transe37d0d6ebb3b71db	chr8	transcript	133357456	133365956	*	NA	NA	4258	2	NA	NA	2	1728001;1728019	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1;ERVL-MaLR	MER57B2;MLT1J;LTR9A1;MLT1K	LTR/ERV1|MER57B2|8|133362687|133363046;LTR/ERVL-MaLR|MLT1J|8|133363135|133363614;LTR/ERV1|LTR9A1|8|133364527|133365002;LTR/ERVL-MaLR|MLT1K|8|133365006|133365279	SINE;LINE;LTR	SINE/Alu|AluJr|8|133357214|133357513;SINE/Alu|AluYf1|8|133361464|133361766;LINE/L2|L2b|8|133361779|133362087;LTR/ERV1|MER57B2|8|133362687|133363046;LTR/ERVL-MaLR|MLT1J|8|133363135|133363614;LTR/ERV1|LTR9A1|8|133364527|133365002;LTR/ERVL-MaLR|MLT1K|8|133365006|133365279	TRUE	TRUE	unannotated
transe3b540fc6c7e9c45	chr4	transcript	186094419	186108953	*	NA	NA	725	NA	FAM149A	ENST00000356371.9	2	1058739;1058758	0	0	NA	NA	NA	 FAM149A	NA	NA	NA	ERV1	MER51B	LTR/ERV1|MER51B|4|186094782|186095032	SINE;LTR	SINE/Alu|AluSx3|4|186094159|186094449;LTR/ERV1|MER51B|4|186094782|186095032;SINE/Alu|AluSq|4|186095036|186095337;SINE/Alu|AluYm1|4|186108851|186109146	TRUE	TRUE	unannotated
transe51531e031d82ae6	chr8	transcript	32927938	33052896	*	NA	NA	8823	1	RP11-11N9.4	ENST00000500843.2	3	1654153;1654163;1654165	0	2	ENSG00000247134.6	lincRNA	level 2	 RP11-11N9.4	ENST00000500843.2	lincRNA	5	ERVL	LTR33	LTR/ERVL|LTR33|8|32927782|32928214	LTR;LINE;SINE	LTR/ERVL|LTR33|8|32927782|32928214;LINE/L1|L1MC3|8|33041206|33042594;LINE/L1|L1MD1|8|33044844|33045959;SINE/Alu|AluJb|8|33045963|33046267;LINE/L1|L1MD1|8|33047427|33049862;LINE/L1|L1M5|8|33050040|33050209;LINE/L1|L1PA10|8|33052218|33055717	TRUE	TRUE	partial
transe5525df11ea59fd6	chr6	transcript	131724072	131737377	*	NA	NA	2797	NA	ENPP3	ENST00000414305.5	3	1368644;1368645;1368671	0	2	ENSG00000154269.14	protein_coding	level 2	 ENPP3	ENST00000414305.5	protein_coding	1	ERVL-MaLR	THE1B;MLT1C2	LTR/ERVL-MaLR|THE1B|6|131736259|131736620;LTR/ERVL-MaLR|MLT1C2|6|131736739|131737190	SINE;LINE;LTR	SINE/Alu|AluSx3|6|131724928|131725234;SINE/Alu|AluSx1|6|131734615|131734915;SINE/Alu|FLAM_C|6|131735063|131735189;SINE/Alu|FLAM_A|6|131735475|131735607;LINE/L1|L1MB1|6|131735656|131735752;LINE/L1|L1MB1|6|131735754|131735993;SINE/MIR|MIR|6|131736021|131736202;LTR/ERVL-MaLR|THE1B|6|131736259|131736620;LTR/ERVL-MaLR|MLT1C2|6|131736739|131737190	TRUE	TRUE	partial
transe58320507005e136	chr4	transcript	68948461	68951068	*	NA	NA	2608	NA	UGT2A3	ENST00000251566.8	1	980136	0	1	NA	NA	NA	 UGT2A3	NA	NA	NA	ERVL-MaLR	MSTB1	LTR/ERVL-MaLR|MSTB1|4|68948791|68949226	SINE;LTR	SINE/Alu|AluYc3|4|68948438|68948621;LTR/ERVL-MaLR|MSTB1|4|68948791|68949226	TRUE	TRUE	partial
transe5ae0af975816742	chr3	transcript	146103846	146121250	-	-	NA	3102	1	RP11-274H2.2	ENST00000480247.1	3	861486;861503;861519	1	3	ENSG00000152952.11	protein_coding	level 2	 RP11-274H2.2	ENST00000282903.9	protein_coding	1	ERVL-MaLR	MLT1J	LTR/ERVL-MaLR|MLT1J|3|146104754|146105241	LTR	LTR/ERVL-MaLR|MLT1J|3|146104754|146105241	TRUE	TRUE	partial
transe5d189d7ef1d23a7	chr4	transcript	69051563	69063075	*	NA	NA	563	NA	UGT2B11	ENST00000615638.4	2	980221;980249	0	0	NA	NA	NA	 UGT2B11	NA	NA	NA	ERV1	Harlequin-int~LTR2B;HERV3-int	LTR/ERV1|Harlequin-int~LTR2B|4|69050860|69051710;LTR/ERV1|HERV3-int|4|69058437|69063049	LTR;SINE	LTR/ERV1|Harlequin-int~LTR2B|4|69050860|69051710;LTR/ERV1|HERV3-int|4|69058437|69063049;SINE/Alu|AluYa5|4|69063051|69063341	TRUE	TRUE	unannotated
transe5ffa60dc323704b	chr4	transcript	183045594	183045994	*	NA	NA	203	NA	NA	NA	3	1053221;1053223;1053224	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	LTR12E	LTR/ERV1|LTR12E|4|183044905|183046680	LTR	LTR/ERV1|LTR12E|4|183044905|183046680	TRUE	TRUE	unannotated
transe626c15947ad6fb5	chr20	transcript	6838271	7153560	*	NA	NA	8015	NA	RP4-764O22.1	ENST00000425900.1	5	3575554;3575555;3575571;3575572;3575584	0	2	ENSG00000232271.1	lincRNA	level 2	 RP4-764O22.1	ENST00000425900.1	lincRNA	2	ERVL	LTR67B	LTR/ERVL|LTR67B|20|7069555|7069827	SINE;LINE;LTR	SINE/Alu|AluJb|20|6843604|6843789;LINE/L1|L1ME3Cz|20|7067717|7068020;LTR/ERVL|LTR67B|20|7069555|7069827;SINE/MIR|MIRb|20|7147929|7148121;SINE/MIR|MIRc|20|7149675|7149890;SINE/Alu|AluJr|20|7150507|7150802;SINE/MIR|MIRc|20|7150990|7151172;SINE/MIR|MIRb|20|7152157|7152326	TRUE	TRUE	partial
transe6326ed0711d1354	chr15	transcript	66984104	66990759	-	-	NA	3732	2	RP11-798K3.2	ENST00000558071.2	3	2801944;2801959;2801966	1	2	ENSG00000259347.5	lincRNA	level 2	 RP11-798K3.2	ENST00000558071.2	lincRNA	5	ERVL-MaLR	MSTA1;MLT1J1;MLT1K	LTR/ERVL-MaLR|MSTA1|15|66984056|66984503;LTR/ERVL-MaLR|MLT1J1|15|66985966|66986373;LTR/ERVL-MaLR|MLT1K|15|66987485|66987641	LTR;SINE;LINE	LTR/ERVL-MaLR|MSTA1|15|66984056|66984503;SINE/MIR|MIRb|15|66984577|66984771;SINE/MIR|MIRc|15|66985379|66985533;LTR/ERVL-MaLR|MLT1J1|15|66985966|66986373;LTR/ERVL-MaLR|MLT1K|15|66987485|66987641;LINE/L1|L1M1|15|66988154|66991154	TRUE	TRUE	partial
transe63ccea43bef1b4d	chr19	transcript	36324894	36330997	*	NA	NA	490	NA	LINC00665	ENST00000438368.6	2	3469122;3469143	0	1	ENSG00000232677.6	lincRNA	level 2	 LINC00665	ENST00000591372.1	lincRNA	2	ERV1	LTR6B;HERVS71-int~LTR6B	LTR/ERV1|LTR6B|19|36324873|36325429;LTR/ERV1|HERVS71-int~LTR6B|19|36327346|36331043	LTR	LTR/ERV1|LTR6B|19|36324873|36325429;LTR/ERV1|HERVS71-int~LTR6B|19|36327346|36331043	TRUE	TRUE	partial
transe6479c565a196c8d	chr17	transcript	76476033	76565347	*	NA	NA	1098	1	PRCD	ENST00000592014.5	2	3258279;3258975	0	1	ENSG00000163597.14	processed_transcript	level 2	 PRCD	ENST00000448136.5	lincRNA	1	ERVL-MaLR	THE1B	LTR/ERVL-MaLR|THE1B|17|76564566|76564680	SINE;LTR	SINE/Alu|AluSp|17|76475896|76476207;SINE/Alu|AluSx1|17|76564130|76564423;SINE/Alu|AluJr4|17|76564442|76564517;LTR/ERVL-MaLR|THE1B|17|76564566|76564680	TRUE	TRUE	partial
transe70e977db6ea1913	chr15	transcript	20204228	20213352	*	NA	NA	212	NA	NA	NA	2	2715315;2715322	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	MLT1C2	LTR/ERVL-MaLR|MLT1C2|15|20213092|20213564	Retroposon;LTR	Retroposon/SVA|SVA_A|15|20203293|20204390;LTR/ERVL-MaLR|MLT1C2|15|20213092|20213564	TRUE	TRUE	unannotated
transe890ffb86a4c2fcf	chr19	transcript	28606914	28611192	+	+	NA	474	NA	AC079466.1	ENST00000587961.1	3	3452055;3452059;3452062	1	3	ENSG00000266976.1	lincRNA	level 2	 AC079466.1	ENST00000587961.1	lincRNA	2	ERV1	HERVE-int~LTR2	LTR/ERV1|HERVE-int~LTR2|19|28606445|28615273	LTR	LTR/ERV1|HERVE-int~LTR2|19|28606445|28615273	TRUE	TRUE	partial
transe9bdb6a978890c7a	chr2	transcript	224376966	224379650	*	NA	NA	715	NA	FAM124B	ENST00000389874.3	2	664087;664090	0	1	ENSG00000124019.9	protein_coding	level 2	 FAM124B	ENST00000389874.3	protein_coding	1	ERVL	MLT2B3	LTR/ERVL|MLT2B3|2|224377195|224377746	SINE;LTR	SINE/MIR|MIRc|2|224376949|224377168;LTR/ERVL|MLT2B3|2|224377195|224377746	TRUE	TRUE	partial
transea2563ae2a56a64a	chr5	transcript	92424670	92507465	-	-	NA	470	NA	RP11-133F8.2	ENST00000512210.5	2	1136852;1136858	1	1	ENSG00000249776.5	lincRNA	level 2	 RP11-133F8.2	ENST00000512210.5	lincRNA	3	ERV1	MER57-int	LTR/ERV1|MER57-int|5|92424557|92425622	LTR;SINE	LTR/ERV1|MER57-int|5|92424557|92425622;SINE/Alu|AluJb|5|92507213|92507510	TRUE	TRUE	partial
transea31ae57d1fbc239	chr8	transcript	143016943	143022408	+	+	NA	1720	2	LY6E	ENST00000520466.5	5	1734313;1734321;1734356;1734366;1734373	2	4	ENSG00000160932.10	protein_coding	level 2	 LY6E	ENST00000292494.10	protein_coding	1	ERVL	MER21A	LTR/ERVL|MER21A|8|143016840|143017196	LTR	LTR/ERVL|MER21A|8|143016840|143017196	TRUE	TRUE	partial
transea7a4e39fbc7f219	chr12	transcript	55725509	55811063	-	-	NA	3468	2	RP11-644F5.11	ENST00000552576.2	16	2399671;2399699;2399714;2399724;2399746;2399755;2399777;2399801;2399845;2399875;2399939;2399953;2399996;2400098;2400137;2400148	1	8	ENSG00000135404.11	protein_coding	level 2	 RP11-644F5.11	ENST00000257857.8;ENST00000546939.5;ENST00000552692.5	protein_coding	1;3	ERV1	MER41C	LTR/ERV1|MER41C|12|55730904|55731078	LINE;LTR;SINE	LINE/L1|L1MC5a|12|55730659|55730844;LTR/ERV1|MER41C|12|55730904|55731078;SINE/Alu|AluSq|12|55731079|55731364;SINE/Alu|AluJb|12|55767263|55767562;SINE/Alu|AluJb|12|55801160|55801460;SINE/Alu|AluSx3|12|55808954|55809221;SINE/Alu|AluSx1|12|55810795|55811097	TRUE	TRUE	partial
transeac84cac46c2871f	chr7	transcript	91287947	91308428	*	NA	NA	4785	1	NA	NA	4	1519585;1519587;1519589;1519591	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL;ERVL-MaLR;Gypsy?	LTR16A;MLT1H2;LTR85c	LTR/ERVL|LTR16A|7|91303807|91304192;LTR/ERVL-MaLR|MLT1H2|7|91304314|91304721;LTR/Gypsy?|LTR85c|7|91304761|91304961	LTR;LINE;SINE	LTR/ERVL|LTR16A|7|91303807|91304192;LTR/ERVL-MaLR|MLT1H2|7|91304314|91304721;LTR/Gypsy?|LTR85c|7|91304761|91304961;LINE/L2|L2b|7|91305127|91305273;SINE/MIR|MIRb|7|91306361|91306530;LINE/L1|L1M4|7|91307329|91308362;LINE/L1|L1PA7|7|91308363|91308661	TRUE	TRUE	unannotated
transeb78772890b2c24b	chr5	transcript	139527010	139527587	*	NA	NA	478	NA	UBE2D2	ENST00000511725.5	2	1170141;1170145	0	0	NA	NA	NA	 UBE2D2	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|5|139526721|139531564	LTR	LTR/ERV1|Harlequin-int~LTR2B|5|139526721|139531564	TRUE	TRUE	unannotated
transec047a8417243e78	chr13	transcript	22910871	22911645	*	NA	NA	775	NA	LINC00621	ENST00000577004.1	1	2527144	0	0	NA	NA	NA	 LINC00621	NA	NA	NA	ERV1	MER110-int	LTR/ERV1|MER110-int|13|22910916|22911171	SINE;LTR	SINE/Alu|AluSc8|13|22910619|22910912;LTR/ERV1|MER110-int|13|22910916|22911171	TRUE	TRUE	unannotated
transec0eaa21fa816bc0	chr12	transcript	52092089	52104174	-	-	NA	210	NA	OR7E47P	ENST00000575924.1	3	2387715;2387723;2387745	1	2	ENSG00000257989.1	lincRNA	level 2	 OR7E47P	ENST00000547538.1	lincRNA	4	ERVL-MaLR	MLT1H	LTR/ERVL-MaLR|MLT1H|12|52094764|52094928	LTR	LTR/ERVL-MaLR|MLT1H|12|52094764|52094928	TRUE	TRUE	partial
transec5785bb580c22e5	chr4	transcript	25714628	25721984	*	NA	NA	399	NA	MTND4P9	ENST00000507819.1	2	950980;950998	0	0	NA	NA	NA	 MTND4P9	NA	NA	NA	ERVL-MaLR;ERV1	MLT1I;MER34A	LTR/ERVL-MaLR|MLT1I|4|25721773|25721929;LTR/ERV1|MER34A|4|25721930|25722430	SINE;LTR	SINE/Alu|AluSg|4|25714568|25714871;LTR/ERVL-MaLR|MLT1I|4|25721773|25721929;LTR/ERV1|MER34A|4|25721930|25722430	TRUE	TRUE	unannotated
transec7206b8915f3167	chr12	transcript	68431638	68442421	-	-	NA	940	NA	RP11-81H14.2	ENST00000441255.6	3	2428051;2428086;2428141	1	3	ENSG00000251301.6	lincRNA	level 2	 RP11-81H14.2	ENST00000360485.3;ENST00000441255.6;ENST00000546086.1	lincRNA	3;4;5	ERVL-MaLR	THE1A;THE1A-int	LTR/ERVL-MaLR|THE1A|12|68441989|68442338;LTR/ERVL-MaLR|THE1A-int|12|68442340|68444268	SINE;LTR	SINE/MIR|MIRc|12|68433145|68433340;LTR/ERVL-MaLR|THE1A|12|68441989|68442338;LTR/ERVL-MaLR|THE1A-int|12|68442340|68444268	TRUE	TRUE	partial
transec97fe34be5e7781	chr16	transcript	47055737	47109919	*	NA	NA	333	NA	NETO2	ENST00000562435.5	3	2974080;2974118;2974157	0	0	NA	NA	NA	 NETO2	NA	NA	NA	ERV1	MER52C	LTR/ERV1|MER52C|16|47054693|47055871	LTR	LTR/ERV1|MER52C|16|47054693|47055871	TRUE	TRUE	unannotated
transecb875c0befb842c	chr2	transcript	87439524	87460282	*	NA	NA	1796	NA	LINC00152	ENST00000414584.1	2	506972;507004	0	2	ENSG00000280721.1	lincRNA	level 2	 LINC00152	ENST00000625410.1	lincRNA	2	ERVL-MaLR	MLT1J~MLT1J-int;MLT1J	LTR/ERVL-MaLR|MLT1J~MLT1J-int|2|87439465|87440304;LTR/ERVL-MaLR|MLT1J|2|87460077|87460479	LTR	LTR/ERVL-MaLR|MLT1J~MLT1J-int|2|87439465|87440304;LTR/ERVL-MaLR|MLT1J|2|87460077|87460479	TRUE	TRUE	partial
transece726caae856c34	chr10	transcript	98153611	98154188	*	NA	NA	578	NA	R3HCC1L	ENST00000298999.7	1	2056122	0	0	NA	NA	NA	 R3HCC1L	NA	NA	NA	ERV1;ERVL-MaLR	MER49;MLT1J	LTR/ERV1|MER49|10|98153634|98153798;LTR/ERVL-MaLR|MLT1J|10|98153818|98154026	Retroposon;LTR	Retroposon/SVA|SVA_A|10|98152376|98153627;LTR/ERV1|MER49|10|98153634|98153798;LTR/ERVL-MaLR|MLT1J|10|98153818|98154026	TRUE	TRUE	unannotated
transedf8bb0ebdec3d62	chr13	transcript	22908105	22910617	*	NA	NA	276	NA	LINC00621	ENST00000577004.1	2	2527133;2527142	0	0	NA	NA	NA	 LINC00621	NA	NA	NA	ERV1	MER110-int	LTR/ERV1|MER110-int|13|22910516|22910616	SINE;LTR	SINE/Alu|AluSx|13|22907988|22908292;SINE/Alu|AluSx|13|22910258|22910512;LTR/ERV1|MER110-int|13|22910516|22910616	TRUE	TRUE	unannotated
transef82edf9ea401e5d	chr5	transcript	139526249	139600418	*	NA	NA	411	NA	UBE2D2	ENST00000511725.5	2	1170135;1170403	0	2	ENSG00000131508.15	protein_coding	level 2	 UBE2D2	ENST00000398733.7;ENST00000511725.5	protein_coding	1;2	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|5|139525866|139526720	LTR	LTR/ERV1|Harlequin-int~LTR2B|5|139525866|139526720	TRUE	TRUE	partial
